Match Id,Match Number,Group Number,Team A,Team B,Innings,Over,Runs,Main Message,Complete Commentary
1415701,1,A,United States Of America,Canada,1,16.5,•,"Anderson to Kirton, no run",Kirton shapes for the pull but yoinks his shoulder down to sneak a wide. Not given though. The bouncer was angling down but was too close to the batter
1415701,1,A,United States Of America,Canada,1,16.4,2,"Anderson to Kirton,  2 runs","Goes back in the crease and pulls. But Anderson doesn't give pace again, finds the edge but the ball again, doesn't carry. Long-on stops it on the bounce"
1415701,1,A,United States Of America,Canada,1,16.3,1,"Anderson to Movva,  1 run","Movva tries the swindle again but the line of the ball is at the stumps and he holds sway, drives down the ground. Not middled but lands safely"
1415701,1,A,United States Of America,Canada,1,16.2,•,"Anderson to Movva, no run",Walks down and Anderson goes wide and slow. Movva speed walked and wanted to use he pace in his attempt to mash the ball over cover but met with air
1415701,1,A,United States Of America,Canada,1,16.1,1,"Anderson to Kirton,  1 run",Pulls the length ball to long leg. Brings up Canada's 150
1415701,1,A,United States Of America,Canada,1,15.6,4,"Jasdeep to Movva, FOUR runs","Movva goes leg side before swindling the bowler. Finishes wide of off, gets square-on and scoops it over his bending shoulder. Was a fullish ball that was on the rise, making it all the more impressive"
1415701,1,A,United States Of America,Canada,1,15.5,1,"Jasdeep to Kirton,  1 run","Length on leg, clipped to backward square leg"
1415701,1,A,United States Of America,Canada,1,15.4,4,"Jasdeep to Kirton, FOUR runs","Nice use of the angle from Kirton. Was a length ball around off, he hopped leg side to make a bit of room and cut it late. Got it in the gap behind point for four"
1415701,1,A,United States Of America,Canada,1,15.3,1,"Jasdeep to Movva,  1 run","Shortish ball around fourth is pulled to long-on. Didn't time it well, might have been the splice"
1415701,1,A,United States Of America,Canada,1,15.2,1,"Jasdeep to Kirton,  1 run","Full on middle and leg, 124ks, clipped to the left of long-on. They were thinking of two but Kirton couldn't turn properly. Didn't look like two was on"
1415701,1,A,United States Of America,Canada,1,15.1,1,"Jasdeep to Movva,  1 run","Length on leg, clipped to deep square leg's left"
1415701,1,A,United States Of America,Canada,1,14.6,1,"Anderson to Movva,  1 run","Length just outside off, pushed to deep point"
1415701,1,A,United States Of America,Canada,1,14.5,1,"Anderson to Kirton,  1 run","Length outside off, guided to backward point"
1415701,1,A,United States Of America,Canada,1,14.4,2,"Anderson to Kirton,  2 runs","That could be one of the great pick-up-and-throw run outs. Even if not, that's a heck of effort from Anderson, who ran towards the unmanned midwicket region, saw the non-striker's end as the danger one and changed direction. He was rotating, which meant he couldn't get the power behind the throw, and that has given Movva time to make it back. Dive helped too. Was a length ball that was clipped off the back foot, Anderson ran about 20 metres to the left"
1415701,1,A,United States Of America,Canada,1,14.3,4,"Anderson to Kirton, FOUR runs","Bumper just over the waist, from over the wicket. Kirton swivels from off side to leg on the pull, was cramped for room a bit but went through with the pull, got it fine for four"
1415701,1,A,United States Of America,Canada,1,14.2,1,"Anderson to Movva,  1 run","Length on off, clipped through midwicket. Man from the deep runs in and keeps it to one. Anderson almost collided with the non-striker but both players look in good spirit in the end"
1415701,1,A,United States Of America,Canada,1,14.1,W,"Anderson to Dhaliwal, OUT","Anderson's first ball in the WC for USA dismisses the well set Dhaliwal. Cutter on a full length angling in and he tried to lash it through the line. The lack of pace meant he was into the shot too early and got it off the bottom of the bat, ball popped straight to Jasdeep at long-off. Again, a good innings from an opener"
1415701,1,A,United States Of America,Canada,1,13.6,2,"van Schalkwyk to Kirton,  2 runs","Square driven off the back foot, should be four... No! Johnson races to the right from deep-backward point and dives to keep it to two"
1415701,1,A,United States Of America,Canada,1,13.5,2,"van Schalkwyk to Kirton,  2 runs",Length ball is clipped across to long-on
1415701,1,A,United States Of America,Canada,1,13.4,4,"van Schalkwyk to Kirton, FOUR runs",Overpitched and that's driven firmly through the line. Four down the ground. Technically perfect from Kirton
1415701,1,A,United States Of America,Canada,1,13.3,6,"van Schalkwyk to Kirton,  SIX runs","Dipping low full toss has been elevated over cover with panache. Looks like a missed yorker, was angling away towards fourth stump, Kirton's front foot was arrowing towards long-on's direction and his upper body collapsed a bit to access it, somehow got the timing just right on the bat swing"
1415701,1,A,United States Of America,Canada,1,13.2,1,"van Schalkwyk to Dhaliwal,  1 run","Full on leg, clipped to long-on"
1415701,1,A,United States Of America,Canada,1,13.1,1,"van Schalkwyk to Kirton,  1 run","Slow on a length, dances down while making room and slaps it to long-off"
1415701,1,A,United States Of America,Canada,1,12.6,4,"Harmeet Singh to Dhaliwal, FOUR runs","A bit of room this time and Dhaliwal dances down, coils his body and bashes it wide of long-off. Harmeet, who was economical for most of his spell, ends up conceding back-to-back boundaries"
1415701,1,A,United States Of America,Canada,1,12.5,4,"Harmeet Singh to Dhaliwal, FOUR runs","Cannoned down the ground, Kirton has to duck for cover. Harmeet went foot and slow, ended up tossing up a slot ball at the stumps. The back lift was high as it was threatening, the contact on the drive was sweet and long-on had no chance"
1415701,1,A,United States Of America,Canada,1,12.4,•,"Harmeet Singh to Dhaliwal, no run","Confident stumping appeal. Sent upstairs. Length ball at 86ks, Dhaliwal went for the sweep. HIs foot did drag out as he played the shot but then returned as he lunged back. That helps him get a part of his foot back inside"
1415701,1,A,United States Of America,Canada,1,12.3,•,"Harmeet Singh to Dhaliwal, no run","Dances into the pitch of the 97ks ball, punches it back to the bowler"
1415701,1,A,United States Of America,Canada,1,12.2,1,"Harmeet Singh to Kirton,  1 run","Length on leg, clipped to deep midwicket"
1415701,1,A,United States Of America,Canada,1,12.1,1,"Harmeet Singh to Dhaliwal,  1 run","Harmeet keeps it slow and out of Dhaliwal's arc. 81ks, very full and around the off-side tramline. The batter reaches out and oars it over cover"
1415701,1,A,United States Of America,Canada,1,11.6,1,"van Schalkwyk to Dhaliwal,  1 run","Slower one on a length just outside off, stabbed to short third. Dhaliwal took off right after making contact, which has been a recurring theme tonight"
1415701,1,A,United States Of America,Canada,1,11.5,1,"van Schalkwyk to Kirton,  1 run","Length on fourth, 122ks, square driven off the back foot to deep cover's left"
1415701,1,A,United States Of America,Canada,1,11.4,1,"van Schalkwyk to Dhaliwal,  1 run",Carves it off the back foot through the off side. The single brings up Dhaliwal's fifty and Canada's hundred
1415701,1,A,United States Of America,Canada,1,11.3,6,"van Schalkwyk to Dhaliwal,  SIX runs","Lumped down the ground. This was overpitched and at the stumps, Dhaliwal got leg side of the ball and smoked it through the line. Was like a shot Carlos Brathwaite hit during the 2016 final, forced it a bit but got enough muscle to hit it 74 metres far"
1415701,1,A,United States Of America,Canada,1,11.2,1,"van Schalkwyk to Kirton,  1 run","Length around off, driven to long-off"
1415701,1,A,United States Of America,Canada,1,11.1,2,"van Schalkwyk to Kirton,  2 runs","Batters rush for the single. In fact, Ali misfields at short fine leg and that allows two. Was an offcutter on a length at leg stump that was flicked late"
1415701,1,A,United States Of America,Canada,1,10.6,•,"Netravalkar to Dhaliwal, no run","Length ball over middle and off, defended to the bowler's left"
1415701,1,A,United States Of America,Canada,1,10.5,1,"Netravalkar to Kirton,  1 run","Length on fourth, worked off the back foot to long-on"
1415701,1,A,United States Of America,Canada,1,10.4,1,"Netravalkar to Dhaliwal,  1 run","Fullish on leg, clipped through backward square leg"
1415701,1,A,United States Of America,Canada,1,10.3,2,"Netravalkar to Dhaliwal,  2 runs","Pitched up and a bit of room given, Dhaliwal chips a drive over extra cover and picks up two. Holds his shape well"
1415701,1,A,United States Of America,Canada,1,10.2,•,"Netravalkar to Dhaliwal, no run","Slow on a length, from around the wicket. Defended in front"
1415701,1,A,United States Of America,Canada,1,10.1,1,"Netravalkar to Kirton,  1 run","Length on leg, clipped through midwicket"
1415701,1,A,United States Of America,Canada,1,9.6,•,"Taylor to Dhaliwal, no run","Probably the best ball of the over. Length on fourth, 98ks, worked back to the bowler"
1415701,1,A,United States Of America,Canada,1,9.5,1,"Taylor to Kirton,  1 run","Fullish length ball outside off is slowish, gets good bounce. Tapped with an open face to short fine"
1415701,1,A,United States Of America,Canada,1,9.4,1,"Taylor to Dhaliwal,  1 run","Better from Taylor. Length on middle, 97ks, clipped off the back foot towards wide long-on"
1415701,1,A,United States Of America,Canada,1,9.3,6,"Taylor to Dhaliwal,  SIX runs","Canada are taking on the offie. This was a slot ball at the stumps and Dhaliwal lines up the part-timer, strides towards the pitch and drives through the line. Ball sails over long-on"
1415701,1,A,United States Of America,Canada,1,9.2,1,"Taylor to Kirton,  1 run",Cuts the wide-ish ball to the off side
1415701,1,A,United States Of America,Canada,1,9.1,6,"Taylor to Kirton,  SIX runs","High-full toss is somehow munched over cover for six! Kirton was backing away but got one around the waist, 97ks, and he went through with the slashing cut shot despite being cramped for room a bit. Just cleared the cushion"
1415701,1,A,United States Of America,Canada,1,8.6,1,"Harmeet Singh to Kirton,  1 run",Driven down the ground for a single
1415701,1,A,United States Of America,Canada,1,8.5,•,"Harmeet Singh to Kirton, no run","Full ball is slow and drifts in towards off, defended"
1415701,1,A,United States Of America,Canada,1,8.4,1,"Harmeet Singh to Dhaliwal,  1 run","Dances down, gets to the pitch of the wide-ish ball and drives to deep cover"
1415701,1,A,United States Of America,Canada,1,8.3,1,"Harmeet Singh to Kirton,  1 run","Length ball darted at the stumps, clipped to long-on"
1415701,1,A,United States Of America,Canada,1,8.2,•,"Harmeet Singh to Kirton, no run","Tries to cut the length ball outside off, gets beaten"
1415701,1,A,United States Of America,Canada,1,8.1,1,"Harmeet Singh to Dhaliwal,  1 run",Quick single to short third. Was a length ball that was slapped
1415701,1,A,United States Of America,Canada,1,7.6,1W,"van Schalkwyk to Pargat Singh, 1 run, OUT","Pargat returns for a risky second, accurate throw from Jasdeep and the keeper does well to whip off the bails. Run-out referral made. This could be out. Yep, he's a goner despite the full-length dive!. Monank got the throw angling at him, he swayed his hands to the right and dislodged the bails with the batter being about a foot short. Was a length ball that was flicked around the corner, off the back foot. Jasdeep ran to the right and flung the ball at pace. A very flat and fast throw"
1415701,1,A,United States Of America,Canada,1,7.5,•,"van Schalkwyk to Pargat Singh, no run",Pargat doesn't get the bounce he wanted for the square drive and gets beaten. Falls over too. Length ball on fifth
1415701,1,A,United States Of America,Canada,1,7.4,2,"van Schalkwyk to Pargat Singh,  2 runs","Clipped off the hip, deep-backward square leg runs to the right and cuts it off. Quick outfield but quicker running allows the batters to take two"
1415701,1,A,United States Of America,Canada,1,7.3,1,"van Schalkwyk to Dhaliwal,  1 run","Another quick single. Was a length ball at the pads, Dhaliwal inside edges the flick and the ball rolled towards the vacant short-leg area"
1415701,1,A,United States Of America,Canada,1,7.2,1,"van Schalkwyk to Pargat Singh,  1 run","Slow again. Full on off, Pargat leans down towards the ball and taps it to forward point"
1415701,1,A,United States Of America,Canada,1,7.1,1,"van Schalkwyk to Dhaliwal,  1 run","Slower one is fullish and outside off, pushed with the open face to point"
1415701,1,A,United States Of America,Canada,1,6.6,1,"Jasdeep to Dhaliwal,  1 run",Driven off the front foot through the off side for a single
1415701,1,A,United States Of America,Canada,1,6.5,4,"Jasdeep to Dhaliwal, FOUR runs",So much flair in that bosh over extra cover. Dhaliwal stays leg side of the length ball over off and smears it over the in-field. Held his shape really well on the drive there
1415701,1,A,United States Of America,Canada,1,6.4,•,"Jasdeep to Dhaliwal, no run",Aims for something similar but has to check the shot due to the room being lesser. Defended to cover in the end
1415701,1,A,United States Of America,Canada,1,6.3,4,"Jasdeep to Dhaliwal, FOUR runs",Makes a bit of room and carves it in the gap behind point. Was a length ball around fourth stump and Dhaliwal's hand speed through the ball was impeccable
1415701,1,A,United States Of America,Canada,1,6.2,•,"Jasdeep to Dhaliwal, no run","Three-quarter length on off, driven to mid-off"
1415701,1,A,United States Of America,Canada,1,6.1,1lb,"Jasdeep to Pargat Singh, 1 leg bye","Big appeal for lbw, not given. Jasdeep chats with the skip, USA decide to review. Good shout but height might be an issue. Was a length ball that angled in, beat the flick and hit over the knee-roll. Hawk-Eye projects that the ball would have gone over the top of the stumps"
1415701,1,A,United States Of America,Canada,1,5.6,6,"Harmeet Singh to Dhaliwal,  SIX runs","Dhaliwal diffuses the pressure, dances down and flays it wide of long-off. Was taken on the up but the flat bat allowed enough surface area to middle it. Not that bad a ball despite the width (given Dhaliwal's charge)"
1415701,1,A,United States Of America,Canada,1,5.5,•,"Harmeet Singh to Dhaliwal, no run","Length ball follows the batter as he made room, punched off the back foot to cover"
1415701,1,A,United States Of America,Canada,1,5.4,1,"Harmeet Singh to Pargat Singh,  1 run","Lot happening, Nitish almost took a stunner running to the left from long-off. He then bulleted a throw to the keeper, who whipped off the bails but Dhaliwal made it. Quite cool how the fielder caught it on the bounce while sliding. Was a full ball that was flighted and driven inside out"
1415701,1,A,United States Of America,Canada,1,5.3,•,"Harmeet Singh to Pargat Singh, no run","Full on middle and off, defended to cover"
1415701,1,A,United States Of America,Canada,1,5.2,W,"Harmeet Singh to Johnson, OUT","Slapped off the toe of the bat and it's taken at long-off! Harmeet slowed down the pace after predominantly darting the ball so far, Johnson backed away and tried to belt it off side, but made a bit too much room and lost balance. He was falling over leg side and the bat was going the other way. Easy catch and Harmeet is jubilant. The opener gave his side a good start though"
1415701,1,A,United States Of America,Canada,1,5.1,•,"Harmeet Singh to Johnson, no run","A bit of turn in beats the bat, lbw appeal is turned down."
1415701,1,A,United States Of America,Canada,1,4.6,•,"Jasdeep to Dhaliwal, no run","Jasdeep closes out the over well, almost had a wicket but the ball goes on the bounce to mid-on. Was a hard-length ball just outside the ball that Dhaliwal wanted to drag across with the pull"
1415701,1,A,United States Of America,Canada,1,4.5,•,"Jasdeep to Dhaliwal, no run",French cut goes past leg stump. Not far. Was a length ball outside off and Dhaliwal wanted to crash it square on the off side
1415701,1,A,United States Of America,Canada,1,4.4,2,"Jasdeep to Dhaliwal,  2 runs",Dhaliwal shows all the stumps and walks into the full ball going down leg to whip it through midwicket. Stopped deep in the outfield. 138ks
1415701,1,A,United States Of America,Canada,1,4.3,1,"Jasdeep to Johnson,  1 run","Back of length around fifth, guided to deep-backward point off the back foot. Ian Bishop says this is a better length for the pitch, any shorter and the pull shot can be played"
1415701,1,A,United States Of America,Canada,1,4.2,•,"Jasdeep to Johnson, no run","Full around off, 135ks, driven to mid-off"
1415701,1,A,United States Of America,Canada,1,4.1,•,"Jasdeep to Johnson, no run","Shortish ball beats the pull. Scramble-seam ball lands around fifth and decks back in a bit, Johnson stood tall and didn't get the bounce he wanted"
1415701,1,A,United States Of America,Canada,1,3.6,•,"Harmeet Singh to Dhaliwal, no run","Taylor stops four at backward point. Length ball is wide and Dhaliwal committed to the square slash, it was racing to Taylor's right but he dove across and intercepted"
1415701,1,A,United States Of America,Canada,1,3.5,1,"Harmeet Singh to Johnson,  1 run","A bit of low bounce and Johnson tucks the shortish, slow ball from the stumps to midwicket. Gets a quick single, had to hurry but makes it"
1415701,1,A,United States Of America,Canada,1,3.4,1,"Harmeet Singh to Dhaliwal,  1 run","Fullish just down leg, Dhaliwal dances down and drives to long-off"
1415701,1,A,United States Of America,Canada,1,3.3,•,"Harmeet Singh to Dhaliwal, no run","Darted at leg peg, it's fullish and is defended in front"
1415701,1,A,United States Of America,Canada,1,3.2,4,"Harmeet Singh to Dhaliwal, FOUR runs","Dhaliwal backs away, rocks back and drives off the back foot through cover. He started to go on the front foot but read the length and decided to go back later. Ball came at an easy pace and the outfield is rapid"
1415701,1,A,United States Of America,Canada,1,3.1,•,"Harmeet Singh to Dhaliwal, no run","Fullish and flat. Dhaliwal dances down, gets close to the pitch and punches it to the bowler's left. Harmeet leaps across and parries it to the left"
1415701,1,A,United States Of America,Canada,1,2.6,•,"Ali Khan to Johnson, no run","Dot to finish but it's a 17-run over. Length on fifth, defended with an open face to backward point"
1415701,1,A,United States Of America,Canada,1,2.5,4,"Ali Khan to Johnson, FOUR runs","Bad ball. Too straight and the length ball is glanced fine. Johnson, and Canada, are off to a flier"
1415701,1,A,United States Of America,Canada,1,2.4,4,"Ali Khan to Johnson, FOUR runs","The bouncer doesn't put Johnson off, he takes a really big front-foot stride and reaches out to the wide scramble-seam length ball, lifts it over the infield with an open face. Gets four to the forward-point boundary"
1415701,1,A,United States Of America,Canada,1,2.3,4lb,"Ali Khan to Johnson, 4 leg byes","Ouch, Johnson gets hit on the helmet by a bouncer angling in. He was beaten on the pull and the ball deflected in the gap at first slip. Rolls too fine and for four. There will be a concussion test, Johnson looks okay to continue"
1415701,1,A,United States Of America,Canada,1,2.2,4,"Ali Khan to Johnson, FOUR runs","Thickish inside edge but Johnson's power gets the ball racing between mid-on and midwicket. The former chases but had no chance. Was a three-quarter length ball on fourth stump, Johnson committed on the front foot and tried to smack it down the ground, bat-faced turned a bit but he got it into the ground"
1415701,1,A,United States Of America,Canada,1,2.1,1lb,"Ali Khan to Dhaliwal, 1 leg bye","Length on leg, clipped off the back foot to deep square leg"
1415701,1,A,United States Of America,Canada,1,1.6,4,"Netravalkar to Johnson, FOUR runs","Thickish edge runs wide of short third. Wobble ball on fifth stump, Johnson was a bit tentative but pushed at the three-quarter-length ball on fifth stump, aimed at cover but got it in the gap."
1415701,1,A,United States Of America,Canada,1,1.5,1,"Netravalkar to Dhaliwal,  1 run",Similar shot to the boundary ball but there is deep-backward point now and that's where it goes. Very little follow-through from Dhaliwal but that pinged off the bat. Netravalkar angling it in but got it around fifth-stump
1415701,1,A,United States Of America,Canada,1,1.4,1,"Netravalkar to Johnson,  1 run","Length on the pads, clipped to long leg"
1415701,1,A,United States Of America,Canada,1,1.3,1,"Netravalkar to Dhaliwal,  1 run","Quick single to mid-off, no direct hit at the non-striker's end. Was pitched up and Dhaliwal punched it with the full-faced bat and took off right away"
1415701,1,A,United States Of America,Canada,1,1.2,4,"Netravalkar to Dhaliwal, FOUR runs",A bit of width and Dhaliwal uses it to steer the length ball between cover point and backward point. Loose wrists helping the batter there. Pace: 128ks
1415701,1,A,United States Of America,Canada,1,1.1,•,"Netravalkar to Dhaliwal, no run","Length on fifth, patted with an open bat-face to backward point"
1415701,1,A,United States Of America,Canada,1,0.6,1,"Ali Khan to Dhaliwal,  1 run","Tucked up but Dhaliwal is able to jab it to wide mid-on. Shortish ball at the body, he had to jump on the back foot alone and semi-pull it."
1415701,1,A,United States Of America,Canada,1,0.5,•,"Ali Khan to Dhaliwal, no run","Pitched up on middle and off, driven to mid-off. No lateral movement there"
1415701,1,A,United States Of America,Canada,1,0.4,•,"Ali Khan to Dhaliwal, no run","A bit of shape away to beat the edge. Length ball, lands around fifth and Dhaliwal tries following it with a back-foot square drive. Misses"
1415701,1,A,United States Of America,Canada,1,0.3,1lb,"Ali Khan to Johnson, 1 leg bye","Length on top of the pad, a bit too leg side. Beats the flick and deflects towards square leg"
1415701,1,A,United States Of America,Canada,1,0.2,•,"Ali Khan to Johnson, no run",Tries to pull the hard-length ball but plinks it just in front
1415701,1,A,United States Of America,Canada,1,0.1,4,"Ali Khan to Johnson, FOUR runs","Smacked through extra cover to get the comp underway! Johnson saw it pitched in his half, got his front foot forward and the bat swing came from second slip but went through the line. Ball raced along the ground and in the gap"
1415701,1,A,United States Of America,Canada,2,17.4,6,"Dutta to Aaron Jones,  SIX runs",six to finish it and Jones ends 94*. Finishes with ten sixes as this full ball is clubbed over deep midwicket to seal USA's victory by seven wickets and 14 balls to spare.
1415701,1,A,United States Of America,Canada,2,17.3,•,"Dutta to Aaron Jones, no run","length ball outside off. Mistimed to point, a cut."
1415701,1,A,United States Of America,Canada,2,17.2,6,"Dutta to Aaron Jones,  SIX runs","parried over the ropes! Full on off. Jones waits for the ball to dip and land before playing the slog sweep. Fielder at deep square leg runs around the ropes to try and stop it, but he only gets a fingertip beyond the rope"
1415701,1,A,United States Of America,Canada,2,17.1,4,"Dutta to Aaron Jones, FOUR runs","moves into the eighties! Reverse swept over short third! Full ball around middle and off. Jones improvises, and ensures the elevation is there to get it over the circle"
1415701,1,A,United States Of America,Canada,2,16.6,1,"Kaleem Sana to Aaron Jones,  1 run",full toss wide outside off. Guided to deep backward point for a single
1415701,1,A,United States Of America,Canada,2,16.6,3w,"Kaleem Sana to Aaron Jones, 3 wide","full ball on middle and leg. Jones misses a flick, keeper can't grab it clean as the ball dips late, and the Americans run two more. Three wides and 19 extras in all so far"
1415701,1,A,United States Of America,Canada,2,16.5,•,"Kaleem Sana to Aaron Jones, no run",played back to the bowler
1415701,1,A,United States Of America,Canada,2,16.4,1,"Kaleem Sana to Anderson,  1 run","full ball on off stump. Tapped to point and the fielder has a shy at the stumps with Anderson searching for a single. Misses the direct-hit, and they get an overthrow"
1415701,1,A,United States Of America,Canada,2,16.3,1,"Kaleem Sana to Aaron Jones,  1 run",single
1415701,1,A,United States Of America,Canada,2,16.2,1,"Kaleem Sana to Anderson,  1 run",full ball outside leg. Anderson stays leg-side of the ball and drives to mid off for a single
1415701,1,A,United States Of America,Canada,2,16.1,•,"Kaleem Sana to Anderson, no run",Anderson charges down the ground. Kaleem bowls a full ball outside leg. Anderson drives to mid off
1415701,1,A,United States Of America,Canada,2,15.6,1,"Dutta to Anderson,  1 run",length ball outside off. Ends up dragging a mistimed shot to deep square leg
1415701,1,A,United States Of America,Canada,2,15.5,•,"Dutta to Anderson, no run",around the stumps. Full on off and tapped to the leg side
1415701,1,A,United States Of America,Canada,2,15.4,W,"Dutta to Gous, OUT",relief for Canada. Length ball on off and Gous tries to club Dutta off the back foot over long on. But the attempted loft with the full face of the bat doesn't have the elevation or the power. But a solid 65 from the vice-captain after a slow start to his innings
1415701,1,A,United States Of America,Canada,2,15.3,•,"Dutta to Gous, no run",good length ball outside off. Cut in front of square to cover
1415701,1,A,United States Of America,Canada,2,15.2,1,"Dutta to Aaron Jones,  1 run","full ball on off. Slogs across the line, mistimed to deep square leg"
1415701,1,A,United States Of America,Canada,2,15.1,4,"Dutta to Aaron Jones, FOUR runs",length ball outside off. Stays in his crease and slaps a cut behind point for four
1415701,1,A,United States Of America,Canada,2,14.6,1,"Kaleem Sana to Aaron Jones,  1 run",full and wide ball. Jones gently plays it to deep extra cover for a single
1415701,1,A,United States Of America,Canada,2,14.5,1,"Kaleem Sana to Gous,  1 run",full ball on off. Nearly a yorker. Dug out to long on for an easy single
1415701,1,A,United States Of America,Canada,2,14.4,1,"Kaleem Sana to Aaron Jones,  1 run",full ball on off. Swings across the line and mistimes to deep square leg
1415701,1,A,United States Of America,Canada,2,14.3,4,"Kaleem Sana to Aaron Jones, FOUR runs","insult to injury. Yorker length ball just outside off. Jones throws his bat at it, gets an outside edge, and the ball goes between keeper and short third for four more"
1415701,1,A,United States Of America,Canada,2,14.2,2,"Kaleem Sana to Aaron Jones,  2 runs","slower ball full just outside off. Jones swings across the line too quickly, and gets a big top edge. Fielder at short third, Dutta, diagonally behind to take the catch, but he makes a mess of it. Dropped and Jones survives"
1415701,1,A,United States Of America,Canada,2,14.1,•,"Kaleem Sana to Aaron Jones, no run",full and wide ball outside off. Just inside the tram-lines. Batter sticks the bat out but misses
1415701,1,A,United States Of America,Canada,2,13.6,4,"Gordon to Gous, FOUR runs","bit of luck and Gous gets four more. Full ball outside off and the attempted drive takes a thick edge over short third. The over is finally done, and the damage is 33 runs!"
1415701,1,A,United States Of America,Canada,2,13.5,6,"Gordon to Gous,  SIX runs","long on a mere spectator this time as Gous pulls this short of length ball down the V. Gous stands tall, and crunches that like a baseball player representing the Texas Rangers"
1415701,1,A,United States Of America,Canada,2,13.4,1,"Gordon to Aaron Jones,  1 run","brilliant at long on! Length ball around off. Jones flat-bats a shot that's destined to clear long on but the substitute fielder swats the ball right back in, saving five even though that's painful for his wrist"
