Match Id,Match Number,Group Number,Team A,Team B,Innings,Over,Runs,Main Message,Complete Commentary
1415718,18,C,West Indies,Uganda,2,8.2,•,"Motie to Miyagi, no run",tossed up on a length just outside off. Miyagi aims for the moon and misses it by a mile
1415718,18,C,West Indies,Uganda,2,8.1,•,"Motie to Miyagi, no run",fired into the toes. Miyagi tries to work it away but does not make contact. Hits him on the pads
1415718,18,C,West Indies,Uganda,2,7.6,•,"Alzarri Joseph to Kyewuta, no run","back of a length just outside off. Kyewuta has a flat-footed poke at it and is beaten, unsurprisingly"
1415718,18,C,West Indies,Uganda,2,7.5,•,"Alzarri Joseph to Kyewuta, no run","brutish short delivery on middle and leg. Kyewuta gets inside the line and sways out of the way, just in time"
1415718,18,C,West Indies,Uganda,2,7.4,W,"Alzarri Joseph to Masaba, OUT",gloved through to Pooran! Another one bites the dust! Banged in short on middle and leg. Masaba wants to have a crack at this but he is awfully late on the stroke. The ball gets big on him too and he can only feather it through to the keeper. Joseph in on the wicket-taking act now!
1415718,18,C,West Indies,Uganda,2,7.3,1,"Alzarri Joseph to Miyagi,  1 run",hard length on middle and leg. Miyagi tries to get away from the line and manages to fend it down to third man
1415718,18,C,West Indies,Uganda,2,7.2,•,"Alzarri Joseph to Miyagi, no run",shortish outside off. Miyagi lets this zip through to the keeper
1415718,18,C,West Indies,Uganda,2,7.1,1lb,"Alzarri Joseph to Masaba, 1 leg bye","hard length, slanting into leg stump. Masaba is late on the pull and the ball trickles off the thigh pad behind square"
1415718,18,C,West Indies,Uganda,2,6.6,•,"Hosein to Miyagi, no run","an arm-ball to finish his spell. On a length just outside off and Miyagi, prodding tentatively at it, manages to keep it out"
1415718,18,C,West Indies,Uganda,2,6.5,W,"Hosein to Waiswa, OUT","five of the very best for Akeal Hosein! Another arm-ball that starts outside off and zings back into Waiswa. Like many before him, he has no idea about this. Plants his front foot and then plays outside the line. The ball sneaks past the inside edge and thumps him on the front pad. Kumar Dharmasena gives it out, and even though Waiswa has reviewed, this looked out. Clear gap between bat and ball. Ball Tracking coming up now and it returns with three reds, with the ball thudding into the inside of leg stump!"
1415718,18,C,West Indies,Uganda,2,6.4,•,"Hosein to Waiswa, no run","full and wide outside off, shaping back into the batter. Waiswa fishes at it and is beaten on the inside"
1415718,18,C,West Indies,Uganda,2,6.3,1,"Hosein to Masaba,  1 run",flighted up full on middle and off. Masaba comes forward and pushes it to long off
1415718,18,C,West Indies,Uganda,2,6.2,•,"Hosein to Masaba, no run",length ball angled into off stump. Masaba looks for the paddle sweep but makes a hash of it. Gets struck on the front pad
1415718,18,C,West Indies,Uganda,2,6.1,W,"Hosein to Nakrani, OUT","classic left-arm spinner's dismissal! Floated up on a length outside off. Plenty of revs on this and the ball drops very late on Nakrani. He stretches out, trying to smother it but is nowhere close to the pitch of the ball. The ball grips in the surface too and bursts through the gap between bat and pad. Beautiful bowling!"
1415718,18,C,West Indies,Uganda,2,5.6,•,"Alzarri Joseph to Waiswa, no run",length delivery outside off that shapes away nicely. Waiswa wafts at it but misses it by quite some distance
1415718,18,C,West Indies,Uganda,2,5.5,•,"Alzarri Joseph to Waiswa, no run",back of a length on off. Nips back into Waiswa and beats him on the inside. Cops a blow on the thigh pad
1415718,18,C,West Indies,Uganda,2,5.4,•,"Alzarri Joseph to Waiswa, no run",hard length on middle and off. Waiswa gets behind the line and defends
1415718,18,C,West Indies,Uganda,2,5.4,1w,"Alzarri Joseph to Waiswa, 1 wide",short ball that slides down leg. Waiswa does not get bat on it and the umpire has no qualms in calling it a wide
1415718,18,C,West Indies,Uganda,2,5.3,•,"Alzarri Joseph to Waiswa, no run",sharp bumper just outside off. Waiswa does well to duck under it
1415718,18,C,West Indies,Uganda,2,5.2,•,"Alzarri Joseph to Waiswa, no run",back of a length outside off. Waiswa takes a step down the track and defends
1415718,18,C,West Indies,Uganda,2,5.1,•,"Alzarri Joseph to Waiswa, no run",back of a length outside off. Swings away late and Waiswa is beaten on the outside as he fences at it
1415718,18,C,West Indies,Uganda,2,4.6,1,"Hosein to Waiswa,  1 run",length just outside off. Waiswa gets down on one knee and sweeps it towards deep square leg
1415718,18,C,West Indies,Uganda,2,4.5,1lb,"Hosein to Nakrani, 1 leg bye",flighted up on a length just outside off. Nakrani lunges forward and plays it with the turn into the on side. Might have come off the pad actually
1415718,18,C,West Indies,Uganda,2,4.4,W,"Hosein to Riazat Ali Shah, OUT",hot knife through butter! Another arm-ball and Riazat is the latest to fall to it. Does not pick it at all and tries to cut. Has no room whatsoever as it swerves in from outside off and the ball breezes past the bat before knocking back middle stump. Uganda in all sorts of trouble!
1415718,18,C,West Indies,Uganda,2,4.3,•,"Hosein to Riazat Ali Shah, no run","angled in on a back of a length on middle and leg. Riazat is all at sea and gets cut in half, getting rapped on the pads"
1415718,18,C,West Indies,Uganda,2,4.2,•,"Hosein to Riazat Ali Shah, no run",floated up further outside off. More grip for Hosein and this rips past the outside edge too
1415718,18,C,West Indies,Uganda,2,4.1,•,"Hosein to Riazat Ali Shah, no run","tossed up on a full length just outside off. Drifts in before spinning away sharply, past the outside edge"
1415718,18,C,West Indies,Uganda,2,3.6,•,"Russell to Waiswa, no run",into the blockhole on middle and off. Waiswa gets his bat down in time and jams it into the his pads
1415718,18,C,West Indies,Uganda,2,3.5,1,"Russell to Riazat Ali Shah,  1 run",hard length just outside off. Riazat gets up on his toes and dabs it to third man
1415718,18,C,West Indies,Uganda,2,3.4,2,"Russell to Riazat Ali Shah,  2 runs",back of a length outside off. Riazat hangs back and runs it down to third man for a brace
1415718,18,C,West Indies,Uganda,2,3.3,•,"Russell to Riazat Ali Shah, no run",angled in on a length on middle and off. Straightens a touch after pitching and squares up Riazat as he defends
1415718,18,C,West Indies,Uganda,2,3.2,•,"Russell to Riazat Ali Shah, no run",fullish just outside off. A hint of shape away and Riazat defends towards backward point
1415718,18,C,West Indies,Uganda,2,3.2,1w,"Russell to Riazat Ali Shah, 1 wide",goes for the magic leg-stump yorker but strays down leg. Called a wide
1415718,18,C,West Indies,Uganda,2,3.1,W,"Russell to Obuya, OUT","oh my word, that is an absolute peach! Length ball that starts on off stump and seems destined to angle in. Until....it pitches and decks away a smidgen. That is enough to make Obuya play down the wrong line and he hears the death rattle soon after. Russell can do no wrong tonight!"
1415718,18,C,West Indies,Uganda,2,2.6,W,"Hosein to Ramjani, OUT","that is adjacent! As plumb as it gets! Darted in on a length on middle and off. Ramjani gets down on one knee and hacks across the line. Swishes at fresh air and the ball pins him on the back leg, right in front of middle. That might have been missing leg stump and off stump....because that was crashing into middle!"
1415718,18,C,West Indies,Uganda,2,2.5,•,"Hosein to Ramjani, no run",full just outside off. A hint of shape away and Ramjani plays it back to the bowler
1415718,18,C,West Indies,Uganda,2,2.4,4,"Hosein to Ramjani, FOUR runs",gets this away! Fired in on a length on middle and leg. Ramjani brings out the sweep and nails it behind square!
1415718,18,C,West Indies,Uganda,2,2.3,•,"Hosein to Ramjani, no run",full just outside off. This swerves away and Ramjani makes no contact with his wild slog
1415718,18,C,West Indies,Uganda,2,2.2,1,"Hosein to Obuya,  1 run",almost! Back of a length delivery angling into middle and leg. Obuya gets his bat down just in time and squirts it away towards short fine leg
1415718,18,C,West Indies,Uganda,2,2.1,•,"Hosein to Obuya, no run",floated up full outside off. Obuya plants his front foot and drills it to mid off
1415718,18,C,West Indies,Uganda,2,1.6,•,"Shepherd to Ramjani, no run",length outside off. Ramjani comes forward and punches it towards cover
1415718,18,C,West Indies,Uganda,2,1.5,1,"Shepherd to Obuya,  1 run",back of a length on off. Obuya drops it into the off side and Ramjani calls him through for the single
1415718,18,C,West Indies,Uganda,2,1.4,1,"Shepherd to Ramjani,  1 run",full and swinging into the pads. Ramjani glances it down to fine leg to get off the mark
1415718,18,C,West Indies,Uganda,2,1.3,W,"Shepherd to Sesazi, OUT","soft dismissal! Fullish just outside off and buoyed by the last ball, Ssesazi goes after this. Plants his front foot and swipes at it but the extra pace and bounce means he cloths it. Easy catch for Joseph at mid on, and Uganda are two down early!"
1415718,18,C,West Indies,Uganda,2,1.2,4,"Shepherd to Sesazi, FOUR runs",Ssesazi off the mark with a boundary too! Short on leg stump. Ssesazi waits for it and swings it away past deep backward square leg!
1415718,18,C,West Indies,Uganda,2,1.1,•,"Shepherd to Sesazi, no run",length just outside off. A hint of curve back into Ssesazi and he squirts it off the inside edge towards short fine leg
1415718,18,C,West Indies,Uganda,2,0.6,•,"Hosein to Obuya, no run",more turn! Fizzed through on a length outside off. Grips in the surface again and spins appreciably past the outside edge
1415718,18,C,West Indies,Uganda,2,0.5,4,"Hosein to Obuya, FOUR runs",gets it through! Very full outside off. Obuya lets the ball drop and opens his bat face to guide it past cover point!
1415718,18,C,West Indies,Uganda,2,0.4,•,"Hosein to Obuya, no run",length delivery that starts outside off and swings back into Obuya. He looks for the drive on the up and inside-edges it onto his back leg
1415718,18,C,West Indies,Uganda,2,0.3,•,"Hosein to Obuya, no run",back of a length outside off. Shapes back in and Obuya scuffs it into the off side
1415718,18,C,West Indies,Uganda,2,0.2,W,"Hosein to Mukasa, OUT","huge appeal, and Mukasa has three ducks in a row! He cannot buy a run at this T20 World Cup! Arm-ball, slanting into middle and off. Mukasa, having seen the last ball turn, thinks he can reverse sweep this. Does not account for the ball swerving in and gets rapped right in front. The finger goes up, and Mukasa's horror T20 World Cup continues!"
1415718,18,C,West Indies,Uganda,2,0.1,•,"Hosein to Mukasa, no run",big turn! Flighted up on a length just outside off. Drifts in before gripping and ripping away past the outside edge
