Match Id,Match Number,Group Number,Team A,Team B,Innings,Over,Runs,Main Message,Complete Commentary
1415718,18,C,West Indies,Uganda,1,18.3,2,"Miyagi to Shepherd,  2 runs",low full toss just outside off. Shepherd cannot get under it but powers it enough to long off's left for a couple of runs
1415718,18,C,West Indies,Uganda,1,18.2,2,"Miyagi to Shepherd,  2 runs",very full on off. Shepherd plants his front foot and whips it back past the bowler. Bags a brace for his toil
1415718,18,C,West Indies,Uganda,1,18.1,1,"Miyagi to Russell,  1 run",top yorker on middle and leg. Russell jams his bat down in time and the ball rolls away off the toe-end towards the keeper
1415718,18,C,West Indies,Uganda,1,17.6,1lb,"Kyewuta to Russell, 1 leg bye",oh dear! Thigh-high full toss on leg stump. Russell almost seems to lose the trajectory. Swings at it anyway and the ball trickles off his back thigh into the off side
1415718,18,C,West Indies,Uganda,1,17.6,5nb,"Kyewuta to Russell, (no ball) FOUR runs",edged and four! Full outside off. Russell swings his blade like an axe again and gets a thick outside edge that flies past the keeper!  And it looks like Kyewuta has overstepped too...
1415718,18,C,West Indies,Uganda,1,17.5,•,"Kyewuta to Russell, no run",oh! In the slot outside off. Russell plants his front foot and tries to tonk that into next week. Only connects with fresh air
1415718,18,C,West Indies,Uganda,1,17.5,2w,"Kyewuta to Shepherd, 2 wide",speared way down leg. Shepherd leaves it and the keeper cannot gather cleanly either. Two extras added to WI's total
1415718,18,C,West Indies,Uganda,1,17.4,•,"Kyewuta to Shepherd, no run","full toss on middle and off. Shepherd pats it back at the bowler, who in trying to collect and throw it back at the stumps, misfields. No damage done and Kyewuta gives Shepherd a stare as well"
1415718,18,C,West Indies,Uganda,1,17.3,W,"Kyewuta to Rutherford, OUT","cleans him up with a cracker, and gives Rutherford a send-off too! Sizzling yorker on leg stump. Rutherford, it seems, is not expecting it and even if he was, that was just too good. Awfully late in getting his bat down and the ball thunders into leg stump. WI keep losing wickets!"
1415718,18,C,West Indies,Uganda,1,17.2,4,"Kyewuta to Rutherford, FOUR runs",four more! Width outside off and Rutherford pounces. Flashes hard at it and scythes it past backward point!
1415718,18,C,West Indies,Uganda,1,17.1,•,"Kyewuta to Rutherford, no run",full and wide outside off. Driven straight to extra cover
1415718,18,C,West Indies,Uganda,1,16.6,4,"Nakrani to Russell, FOUR runs","deft touch! Another off-pace ball on a back of a length outside off. This time, Russell holds his stroke and opens his bat face to steer it between backward point and short third!"
1415718,18,C,West Indies,Uganda,1,16.5,•,"Nakrani to Russell, no run","slower ball on a back of a length outside off. Keeps very low, and Russell misses it by a fair distance"
1415718,18,C,West Indies,Uganda,1,16.4,1,"Nakrani to Rutherford,  1 run",shortish outside off. Sticks in the surface and Rutherford jabs it towards backward point
1415718,18,C,West Indies,Uganda,1,16.3,1,"Nakrani to Russell,  1 run",full toss outside off. Russell clears his front leg and hacks it to deep mid wicket
1415718,18,C,West Indies,Uganda,1,16.2,1,"Nakrani to Rutherford,  1 run",full on off. Rutherford tips it to extra cover and scampers across to the other end
1415718,18,C,West Indies,Uganda,1,16.1,1,"Nakrani to Russell,  1 run",off-pace on a length outside off. Russell gets forward and nurdles it to backward point's right
1415718,18,C,West Indies,Uganda,1,15.6,1,"Masaba to Russell,  1 run",darted in full on middle and leg. Russell knocks it down the ground to long on
1415718,18,C,West Indies,Uganda,1,15.5,1,"Masaba to Rutherford,  1 run",full outside off. Rutherford stretches forward and nudges it into the cover region
1415718,18,C,West Indies,Uganda,1,15.4,1,"Masaba to Russell,  1 run",back of a length on leg stump. Russell waits for it and eases it to deep mid wicket to get off the mark
1415718,18,C,West Indies,Uganda,1,15.3,W,"Masaba to Powell, OUT","Masaba gets the WI captain! This is also shortish outside off and Powell looks to go up and over extra cover. Cannot quite get under it, though, and fails to get the elevation he desires. Obuya leaps up at extra cover and snaffles up a sharp chance above his head!"
1415718,18,C,West Indies,Uganda,1,15.3,1w,"Masaba to Powell, 1 wide",back of a length delivery way outside off. Left alone by Powell and called a wide
1415718,18,C,West Indies,Uganda,1,15.2,•,"Masaba to Powell, no run",shortish and following Powell outside leg. He can only jam it off the inside edge into his pads
1415718,18,C,West Indies,Uganda,1,15.1,•,"Masaba to Powell, no run","missed stumping chance! Flat and dragged down after seeing Powell advance. He swishes at it anyway and the ball trickles off the toe-end towards the keeper, who cannot gather and misses a very presentable chance"
1415718,18,C,West Indies,Uganda,1,14.6,1,"Nakrani to Powell,  1 run",low full toss just outside off. Powell knocks it down to long off and retains strike
1415718,18,C,West Indies,Uganda,1,14.5,1,"Nakrani to Rutherford,  1 run",cutter on a back of a length outside off. Rutherford jabs it towards point
1415718,18,C,West Indies,Uganda,1,14.4,1,"Nakrani to Powell,  1 run",length outside off. Powell presses forward and pushes it into the off side
1415718,18,C,West Indies,Uganda,1,14.3,1,"Nakrani to Rutherford,  1 run",into the blockhole outside off. Rutherford squeezes it out towards backward point
1415718,18,C,West Indies,Uganda,1,14.2,•,"Nakrani to Rutherford, no run",slower ball on a length outside off. Rutherford taps it off the front foot towards backward point
1415718,18,C,West Indies,Uganda,1,14.1,4,"Nakrani to Rutherford, FOUR runs","starts off the over with a boundary! Off-pace but this is too short on middle and leg. Rutherford picks it, delays his stroke and pulls it past deep backward square leg!"
1415718,18,C,West Indies,Uganda,1,13.6,•,"Masaba to Powell, no run",leg-spinner on a back of a length just outside off. Keeps a touch low and goes under Powell's attempted cut
1415718,18,C,West Indies,Uganda,1,13.5,1,"Masaba to Rutherford,  1 run",angled in on a length on leg stump. Rutherford goes back and pushes it towards long on
1415718,18,C,West Indies,Uganda,1,13.4,6,"Masaba to Rutherford,  SIX runs",Rutherford gets his first maximum! Half-tracker on middle and leg. Rutherford cannot believe his luck and rocks back to pound it over cow corner!
1415718,18,C,West Indies,Uganda,1,13.3,1,"Masaba to Powell,  1 run",shortish outside off. Powell skips down the track and slaps it to deep cover point
1415718,18,C,West Indies,Uganda,1,13.2,1,"Masaba to Rutherford,  1 run",length just outside off. Rutherford opts to stay back before jabbing it towards deep cover point
1415718,18,C,West Indies,Uganda,1,13.2,1w,"Masaba to Rutherford, 1 wide",slides this down leg. Rutherford lets it go and the umpire has to indulge in some exercise
1415718,18,C,West Indies,Uganda,1,13.1,•,"Masaba to Rutherford, no run",full on middle and off. Rutherford comes forward and defends
1415718,18,C,West Indies,Uganda,1,12.6,1,"Nakrani to Rutherford,  1 run","fullish, pushed into the pads. Rutherford works it into the mid wicket region and gets off the mark"
1415718,18,C,West Indies,Uganda,1,12.5,•,"Nakrani to Rutherford, no run",slower ball on a length on leg stump. Rutherford does not quite pick it and gets squared up. Pings into his pads
1415718,18,C,West Indies,Uganda,1,12.4,W,"Nakrani to Charles, OUT","Charles' struggles come to an end! Sort of summed up by the fact that he has gotten out to a full toss. He could have hit it anywhere but he is almost taken by surprise. Gets it high on the bat and plonks it straight to long on. Intent was not an issue for Charles tonight, but execution was!"
1415718,18,C,West Indies,Uganda,1,12.3,•,"Nakrani to Charles, no run",full on off. Charles pokes it towards extra cover
1415718,18,C,West Indies,Uganda,1,12.2,1,"Nakrani to Powell,  1 run",off-pace on a full length outside off. Powell reaches out for it and chunks it off the inside half of the bat towards long on
1415718,18,C,West Indies,Uganda,1,12.1,2,"Nakrani to Powell,  2 runs","fullish, slanting into the pads. Powell bunts it with enough pace towards deep mid wicket and can saunter back for the second"
1415718,18,C,West Indies,Uganda,1,11.6,•,"Ramjani to Charles, no run",oh! Slightly slower on a length outside off. Charles tries to hit it into the ocean but only swats away a few flies
1415718,18,C,West Indies,Uganda,1,11.5,1,"Ramjani to Powell,  1 run",fired in fuller on middle and leg. Powell advances and digs it out towards long off
1415718,18,C,West Indies,Uganda,1,11.4,•,"Ramjani to Powell, no run",shortish just outside off. Grips in the surface and spins away. Powell taps it gently towards extra cover
1415718,18,C,West Indies,Uganda,1,11.3,1,"Ramjani to Charles,  1 run","full on leg stump. Charles, standing well outside leg, tugs it towards deep mid wicket"
1415718,18,C,West Indies,Uganda,1,11.2,•,"Ramjani to Charles, no run","angled in on a length, cramping Charles for room. He has a swipe at it and misses, getting pinged on the body in the process"
1415718,18,C,West Indies,Uganda,1,11.1,•,"Ramjani to Charles, no run",full and slanting into leg stump. Charles pats it back to the bowler
1415718,18,C,West Indies,Uganda,1,10.6,1,"Nsubuga to Charles,  1 run",fullish on middle and off. Charles gets forward and flicks it to long on
1415718,18,C,West Indies,Uganda,1,10.5,1,"Nsubuga to Powell,  1 run",darted in full on middle and off. Powell clears his front leg and drills it down to long off
1415718,18,C,West Indies,Uganda,1,10.5,1nb,"Nsubuga to Powell, (no ball)","very full on middle and off. Powell jams his bat down in time and keeps it out. Uh-oh, Nsubuga has overstepped..."
1415718,18,C,West Indies,Uganda,1,10.4,6,"Nsubuga to Powell,  SIX runs","watch out on the road! Tossed up a shade on a length on the stumps. Powell comes out of his bunker and seems to not be to the pitch of the ball. Goes through with the swing, though, and smokes it a 107m over long on. That was effortless!"
1415718,18,C,West Indies,Uganda,1,10.3,1,"Nsubuga to Charles,  1 run",fuller on middle and leg. Charles knocks it to long on
1415718,18,C,West Indies,Uganda,1,10.2,1,"Nsubuga to Powell,  1 run",length on middle and off. Powell comes half forward and pushes it just past the bowler for a single
1415718,18,C,West Indies,Uganda,1,10.1,4,"Nsubuga to Powell, FOUR runs","four more! Strays onto the pads and gets punished. Powell waits for it, uses the pace and tickles it neatly past short fine leg!"
1415718,18,C,West Indies,Uganda,1,9.6,4,"Masaba to Charles, FOUR runs","oh dear, another bad misfield by Nakrani! This is short and wide outside off. Charles cuts it straight to short third, who produces his rendition of the Sydney Harbour Bridge. Not a minute Nakrani will want to re-watch!"
1415718,18,C,West Indies,Uganda,1,9.5,3,"Masaba to Powell,  3 runs","flighted up full just outside off. Powell has a poke at it and squirts it off the outside edge towards short third, who misfields and ends up conceding two extra runs. Nakrani was the fielder in question"
1415718,18,C,West Indies,Uganda,1,9.4,1,"Masaba to Charles,  1 run",a proper drag-down outside off and Masaba gets away with it because the ball does not bounce a great deal. Charles pulls it towards deep mid wicket and has a wry smile on his face
1415718,18,C,West Indies,Uganda,1,9.3,1,"Masaba to Powell,  1 run",loopy low full toss on middle and leg. Powell turns it towards deep mid wicket to get off the mark
1415718,18,C,West Indies,Uganda,1,9.2,W,"Masaba to Pooran, OUT","miscued, and Masaba strikes! Fired in on a back of a length on middle and leg. Pooran looks for the big heave over cow corner but the ball seems to skid on just a shade quicker than he expects. Cannot complete his swing and the ball skews up off the top edge. Masaba calls for it early and completes the catch. Massive moment in the game!"
1415718,18,C,West Indies,Uganda,1,9.1,1,"Masaba to Charles,  1 run",short and wide outside off. Charles sits back in his crease and jabs it past extra cover
1415718,18,C,West Indies,Uganda,1,8.6,1,"Nsubuga to Charles,  1 run",fired in full just outside off. Charles plants his front foot and powers it to long on
1415718,18,C,West Indies,Uganda,1,8.5,•,"Nsubuga to Charles, no run",shortish on the pads. Charles is cramped for room and stabs it towards mid wicket
1415718,18,C,West Indies,Uganda,1,8.4,1,"Nsubuga to Pooran,  1 run",length just outside off. Pooran lunges forward and nudges it towards backward point
1415718,18,C,West Indies,Uganda,1,8.3,•,"Nsubuga to Pooran, no run",very full outside off. Pooran squeezes it out towards extra cover
1415718,18,C,West Indies,Uganda,1,8.2,1,"Nsubuga to Charles,  1 run",length on leg stump. Charles works it away towards mid wicket
1415718,18,C,West Indies,Uganda,1,8.1,1,"Nsubuga to Pooran,  1 run",very full on middle and off. Pooran comes forward and tucks it off his toes towards deep mid wicket
1415718,18,C,West Indies,Uganda,1,7.6,•,"Masaba to Charles, no run",floated up full outside off. Charles has an almighty swish at it but only connects with fresh air
1415718,18,C,West Indies,Uganda,1,7.5,•,"Masaba to Charles, no run",short down leg and Masaba gets away with it. Charles helps it straight to short fine leg
1415718,18,C,West Indies,Uganda,1,7.4,1,"Masaba to Pooran,  1 run",fired in shorter on leg stump. Pooran uses the pace and pulls it towards deep backward square leg
1415718,18,C,West Indies,Uganda,1,7.3,6,"Masaba to Pooran,  SIX runs","another massive hit! Slowed up a shade on a length on middle and off. Pooran dances down the track, gets close enough to the ball and launches it over long on!"
1415718,18,C,West Indies,Uganda,1,7.2,•,"Masaba to Pooran, no run",back of a length on middle and leg. Pooran hangs back and prods it towards the bowler
1415718,18,C,West Indies,Uganda,1,7.1,•,"Masaba to Pooran, no run",off-spinner on a length on off. Pooran advances and defends
1415718,18,C,West Indies,Uganda,1,6.6,2,"Nsubuga to Charles,  2 runs",full toss on the pads. Charles glances it towards deep backward square leg
1415718,18,C,West Indies,Uganda,1,6.5,6,"Nsubuga to Charles,  SIX runs","goes all the way! Fullish just outside off. Charles gets down on one knee and tugs at it. Does not quite middle it but gets just enough to clear deep mid wicket, who was not stationed right on the fence. Had he been, he might have been in the game a little more!"
1415718,18,C,West Indies,Uganda,1,6.4,•,"Nsubuga to Charles, no run",fuller on middle and leg. Driven straight to extra cover
1415718,18,C,West Indies,Uganda,1,6.3,1,"Nsubuga to Pooran,  1 run",fullish outside off. Pooran lunges forward and tips it to extra cover for a quick single
1415718,18,C,West Indies,Uganda,1,6.2,1,"Nsubuga to Charles,  1 run",length ball on the pads. Charles helps it round the corner towards short fine leg
1415718,18,C,West Indies,Uganda,1,6.1,•,"Nsubuga to Charles, no run",length on middle and off. Charles stays back and stabs it towards mid wicket
1415718,18,C,West Indies,Uganda,1,5.6,•,"Miyagi to Pooran, no run",full on the pads. Pooran comes forward and turns it towards mid wicket
1415718,18,C,West Indies,Uganda,1,5.5,•,"Miyagi to Pooran, no run",fuller just outside leg. Pooran has a swipe at it but misses. Gets pinged on the pads in the process
1415718,18,C,West Indies,Uganda,1,5.4,•,"Miyagi to Pooran, no run",full on middle and off. Pooran presses forward and pokes it towards mid wicket
1415718,18,C,West Indies,Uganda,1,5.3,6,"Miyagi to Pooran,  SIX runs","clean as a whistle! Fractionally short on middle and leg, and Pooran climbs into it. Picks the length in a flash, rocks back and dumps it over the deep square leg fence!"
1415718,18,C,West Indies,Uganda,1,5.2,•,"Miyagi to Pooran, no run",back of a length delivery angled across the batter outside off. Pooran goes fishing at it and is beaten for pace
1415718,18,C,West Indies,Uganda,1,5.1,1,"Miyagi to Charles,  1 run","angled in on a length, following Charles outside leg. He swings at it and cloths it down to long on"
1415718,18,C,West Indies,Uganda,1,4.6,6,"Ramjani to Pooran,  SIX runs",that is going to bring rain! Given a hint of air and this is in the slot on middle and off. Pooran gets down on one knee and slugs it high and long over deep mid wicket!
1415718,18,C,West Indies,Uganda,1,4.5,•,"Ramjani to Pooran, no run",fullish just outside off. Pooran stretches forward and pushes it down the ground
1415718,18,C,West Indies,Uganda,1,4.4,•,"Ramjani to Pooran, no run",length just outside off. Pooran comes forward and plays it back to the bowler
1415718,18,C,West Indies,Uganda,1,4.3,W,"Ramjani to King, OUT","knocks him over! Darted in on a length on middle and leg. King opts to stay back, possibly playing the trajectory rather than the length. The ball skids on with the arm and King is hurried into his stroke. The ball goes past the bat, kisses the pad and then disturbs the furniture. Big wicket for Uganda!"
1415718,18,C,West Indies,Uganda,1,4.2,4,"Ramjani to King, FOUR runs","brilliant! A bit of a drag-down but it was intended to tuck King up for room. He stepped so far outside leg, though, that he still had some room to work with. Drilled to mid off's left!"
1415718,18,C,West Indies,Uganda,1,4.1,2,"Ramjani to King,  2 runs",darted in on a length on middle and leg. King advances and pops it over the bowler's head for a couple of runs
1415718,18,C,West Indies,Uganda,1,3.6,•,"Kyewuta to Charles, no run","into the blockhole on leg stump, denying Charles the leverage to get under it. He digs it out towards extra cover"
1415718,18,C,West Indies,Uganda,1,3.5,1,"Kyewuta to King,  1 run","that would have been out with a direct hit! A very risky single and King has gotten away with one here. Drove this low full toss straight to mid off and set off for the run. Would have been comfortably short, even with a dive"
1415718,18,C,West Indies,Uganda,1,3.4,3,"Kyewuta to Charles,  3 runs","dropped, oh dear! Fullish just outside leg. Charles has backed away early again and looks to go over mid off. Does not get enough power behind it and Riazat, running back from mid off, is in the game. Gets both hands to it while trying to take it in front of his face but can only palm it over the bar"
1415718,18,C,West Indies,Uganda,1,3.3,•,"Kyewuta to Charles, no run","very full outside leg, designed to cramp Charles for room. He pushes it to mid off and is not happy with himself"
1415718,18,C,West Indies,Uganda,1,3.2,6,"Kyewuta to Charles,  SIX runs",Charles goes big! Off-pace outside off but this is in the slot. Charles has to reach out a touch but gets enough muscle behind it to clear long on!
1415718,18,C,West Indies,Uganda,1,3.1,•,"Kyewuta to Charles, no run",full and following the batter outside leg. Charles flicks it towards mid wicket
1415718,18,C,West Indies,Uganda,1,2.6,1,"Miyagi to Charles,  1 run",dug into the track on middle and off. Rushes onto Charles and he helps it into the square leg region
1415718,18,C,West Indies,Uganda,1,2.5,4,"Miyagi to Charles, FOUR runs","does not miss out on the full toss this time! This is outside off and rather than trying to hit it too hard, Charles focusses on timing it. Picks the gap between extra cover and cover point too!"
1415718,18,C,West Indies,Uganda,1,2.4,•,"Miyagi to Charles, no run",into the blockhole on middle and off. Charles gets his bat down in time and defends
1415718,18,C,West Indies,Uganda,1,2.3,4,"Miyagi to Charles, FOUR runs",Charles capitalises! Slower ball on a full length outside off. Charles plants his front foot and mows it over mid on for four!
1415718,18,C,West Indies,Uganda,1,2.3,1nb,"Miyagi to Charles, (no ball)","peach! Back of a length in the sixth stump channel. Pitches and leaves the batter, beating Charles comprehensively on the outside. But hang on...looks like Miyagi has overstepped, quite comfortably too..."
1415718,18,C,West Indies,Uganda,1,2.2,1,"Miyagi to King,  1 run",very full just outside off. King digs it out towards mid off and dashes across to the other end
1415718,18,C,West Indies,Uganda,1,2.1,4,"Miyagi to King, FOUR runs","shot! Shortish outside off and King cashes in. Stands up on his toes, gets his hands through the ball and cracks it past extra cover!"
1415718,18,C,West Indies,Uganda,1,1.6,4,"Kyewuta to Charles, FOUR runs",that has been laced! Fractionally short outside off and there is width on offer too. Charles backs away to create even more room and crashes it over cover!
1415718,18,C,West Indies,Uganda,1,1.5,•,"Kyewuta to Charles, no run",length on middle and leg. Charles gives himself room and jabs it towards cover point
1415718,18,C,West Indies,Uganda,1,1.4,•,"Kyewuta to Charles, no run",length on middle and leg. Holds in the surface just a little and Charles taps it gently towards mid wicket. Might have been a cutter
1415718,18,C,West Indies,Uganda,1,1.3,•,"Kyewuta to Charles, no run",full toss outside off and Charles will feel he has missed out there. Pushes it straight to extra cover
1415718,18,C,West Indies,Uganda,1,1.2,•,"Kyewuta to Charles, no run",hard length just outside off. Charles clears his front leg and hacks it down to mid on
1415718,18,C,West Indies,Uganda,1,1.1,•,"Kyewuta to Charles, no run",length just outside off. Charles presses half forward and defends
1415718,18,C,West Indies,Uganda,1,0.6,1,"Ramjani to Charles,  1 run",slow and short outside off. Charles stays back and knocks it to long off to get off the mark
1415718,18,C,West Indies,Uganda,1,0.5,•,"Ramjani to Charles, no run",oh! Given plenty of air on a full length on leg stump. Charles has a huge mow at it and seems to get an inside edge that thuds into the keeper's pads
1415718,18,C,West Indies,Uganda,1,0.4,•,"Ramjani to Charles, no run",very full on middle and leg. Charles squeezes it out towards the bowler
1415718,18,C,West Indies,Uganda,1,0.3,4b,"Ramjani to Charles, 4 byes","goes through everything and everyone! Given a bit of air on a length on middle and leg. Charles goes searching for it well in front of his pad. The ball goes on with the arm, beats him on the inside and goes past leg stump (and the keeper)!"
1415718,18,C,West Indies,Uganda,1,0.2,1,"Ramjani to King,  1 run","flighted up again, full on middle and off. King gets to the pitch of the ball and drives it to long off"
1415718,18,C,West Indies,Uganda,1,0.1,•,"Ramjani to King, no run",floated up full on off. King comes forward and plays it back to the bowler
